month,price,area
2016-11,6.575,North
2016-12,6.42,North
2017-01,6.625,North
2017-02,6.625,North
2017-03,6.625,North
2017-04,6.540000000000001,North
2017-05,6.540000000000001,North
2017-06,6.540000000000001,North
2017-07,6.659999999999999,North
2017-08,6.7,North
2017-09,6.583333333333333,North
2017-10,6.720000000000001,North
2017-11,6.616666666666667,North
2017-12,6.76,North
2018-01,6.616666666666667,North
2018-02,6.916666666666667,North
2018-03,6.916666666666667,North
2018-04,6.916666666666667,North
2018-05,6.916666666666667,North
2018-06,6.916666666666667,North
2018-07,6.916666666666667,North
2018-08,6.916666666666667,North
2018-09,6.916666666666667,North
2018-10,6.916666666666667,North
2018-11,6.94,North
2018-12,7.06,North
2019-01,7.025,North
2019-02,6.94,North
2019-03,7.033333333333334,North
2019-04,7.033333333333334,North
2019-05,7.033333333333334,North
2019-06,7.033333333333334,North
2019-07,7.033333333333334,North
2019-08,6.94,North
2019-09,7.033333333333334,North
2019-10,7.033333333333334,North
2019-11,7.033333333333334,North
2019-12,7.033333333333334,North
2020-01,7.033333333333334,North
2020-02,7.083333333333333,North
2020-03,7.083333333333333,North
2020-04,7.42,North
2020-05,7.540000000000001,North
2020-06,7.540000000000001,North
2020-07,7.266666666666667,North
2020-08,7.183333333333334,North
2020-09,7.333333333333333,North
2020-10,7.333333333333333,North
2020-11,7.333333333333333,North
2020-12,7.433333333333334,North
2021-01,7.433333333333334,North
2021-02,7.433333333333334,North
2021-03,7.433333333333334,North
2021-04,7.433333333333334,North
2021-05,7.4,North
2021-06,7.4,North
2021-07,7.383333333333333,North
2021-08,7.383333333333333,North
2021-09,7.383333333333333,North
2021-10,7.466666666666666,North
2021-11,7.466666666666666,North
2021-12,7.783333333333334,North
2022-01,7.9,North
2022-02,7.9,North
2022-03,8.040000000000001,North
2022-04,8.18,North
2022-05,8.25,North
2022-06,8.28,North
2022-07,7.866666666666667,North
2022-08,7.866666666666667,North
2022-09,7.966666666666666,North
2022-10,8.16,North
2022-11,7.966666666666666,North
2022-12,8.066666666666666,North
2023-01,8.116666666666667,North
2023-02,8.016666666666667,North
2023-03,8,North
2023-04,8.016666666666667,North
2023-05,8.016666666666667,North
2023-06,8.016666666666666,North
2023-07,8.22,North
2023-08,8.22,North
2023-09,8.166666666666666,North
2023-10,8.283333333333333,North
2023-11,8.059999999999999,North
2023-12,8.200000000000001,North
2024-01,8.633333333333333,North
2024-02,8.583333333333334,North
2024-03,8.75,North
2024-04,8.92,North
2024-05,9.1,North
